Date,Type,Reg.,Route,"Flight
Time","Day
Landings","Night
Landings","Actual
Instrument","Simulated
Instrument",Night,ME,VP,RU,"Cross
Country",Solo,PIC,Dual,Notes
2011-10-01,DR46,FGXGM,Nav LFOP-LFPT,1.6,,3,,,1.6,,,,1.6,,,1.6,MTY
2011-10-14,DR46,FGUXH,Nav LFPZ-LFPT,0.7,,1,,,0.3,,,,0.7,,,0.7,MTY
2011-10-14,DR46,FGUXH,Nav LFPT-LFRG,1.0,,1,,,1.0,,,,1.0,,,1.0,MTY
2012-03-16,DR42,FGBVP,Local LFPZ,1.1,4,,,,,,,,,,,1.1,MLT. VEA 2012
Page 36 =>,,,,240.7,423.0,5.0,0.1,1.0,2.9,3.1,6.5,5.1,137.0,24.6,134.6,106.1,
2012-03-17,Page 38,,Clôture prorogation 2012,36.9,46.0,5.0,0.0,0.0,2.9,0.0,3.4,2.0,25.7,0.0,23.2,13.7,
2012-04-04,DR48,FGGJL,Tours de piste LFPZ,0.6,3,,,,,,,,,,,0.6,
2012-05-01,DR42,FBTKU,Tours de piste LFPZ,1.0,3,,,,,,,,,,1.0,,
2012-05-07,TB20,FGENA,Tours de piste LFPK-LFPE,1.1,4,,,,,,1.1,1.1,,,,1.1,Thomas Landau
2012-05-18,DR48,FGLKG,Nav LFPZ-LFOI,2.3,1,,,,,,,,2.3,,2.3,,
2012-05-19,TB20,FGENA,Tours de piste LFPK-LFPE,1.1,3,,,,,,1.1,1.1,,,,1.1,Thomas Landau
2012-06-22,TB20,FGENA,Tours de piste LFPK-LFPE,1.1,3,,,,,,1.1,1.1,,,,1.1,Thomas Landau
2012-06-22,TB20,FGENA,Tours de piste LFPE,0.6,1,,,,,,0.6,0.6,,,0.6,,Premier solo TB20. Apte VP/RU.
2012-06-27,TB20,FGENA,Nav LFPE-LFAG,0.9,1,,,,,,0.9,0.9,0.9,,,0.9,
2012-06-27,TB20,FGENA,Nav LFAG-LFPE,0.8,1,,,,,,0.8,0.8,0.8,,,0.8,
2012-07-26,TB20,FGENA,Nav LFPE-LFAT,1.3,1,,,,,,1.3,1.3,1.3,,1.3,,
2012-07-27,TB20,FGENA,Nav LFPE-LFLM,1.7,1,,,,,,1.7,1.7,1.7,,1.7,,
2012-07-27,TB20,FGENA,Nav LFLM-LFMA,1.7,1,,,,,,1.7,1.7,1.7,,1.7,,
2012-07-29,TB20,FGENA,Local LFMA,1.0,1,,,,,,1.0,1.0,,,1.0,,Local Calanques
2012-07-30,TB20,FGENA,Nav LFMA-LFPE,2.8,1,,,,,,2.8,2.8,2.8,,2.8,,
Page 40 =>,,,,258.7,448.0,5.0,0.1,1.0,2.9,3.1,20.6,19.2,148.5,24.6,147.0,111.7,
2012-08-25,C172,N1955L,Local KMYF-KRNM,1.5,4,,,,,,,,,,,1.5,Brian Larsen BFR
2012-08-27,C172,N21019,Nav KMYF-KDLO,2.3,1,,,,,,,,2.3,,2.3,,
2012-08-27,C172,N21019,Nav KDLO-KMCE,1.4,1,,,,,,,,1.4,,1.4,,
2012-08-30,C172,N21019,Nav KMCE-KMHV,2.2,1,,,,,,,,2.2,,2.2,,
2012-08-30,C172,N21019,Nav KMHV-KLAS,2.8,1,,,,,,,,2.8,,2.8,,
2012-09-01,C172,N21019,Nav KLAS-KFLG,2.7,1,,,,,,,,2.7,,2.7,,
2012-09-02,C172,N21019,Nav KFLG-KINW,3.2,1,,,,,,,,3.2,,3.2,,"Monument Valley, déroutement au retour."
2012-09-02,C172,N21019,Nav KINW-KFLG,0.7,1,,,,,,,,0.7,,0.7,,
2012-09-03,C172,N21019,Nav KFLG-KSEZ,0.6,1,,,,,,,,0.6,,0.6,,
2012-09-05,C172,N21019,Nav KSEZ-KMYF,3.0,1,,,,,,,,3.0,,3.0,,
2013-03-31,,,12 mois avant l'expiration,,,,,,,,,,,,,,
2013-05-03,DR221,FBPKH,Local LFPZ,0.9,1,,,,,,,,,,,0.9,SRE
2013-06-02,DR48,FGGXG,Local LFPZ,1.1,2,,,,,,,,,,,1.1,SRE. VEA 2013
2013-06-07,J3,FBFBP,Tours de piste LFPZ,0.8,5,,,,,,,,,,,0.8,SRE
2013-12-08,DR46,FGUXH,Tours de piste LFON LFPZ,1.1,4,,,,,,,,,,,1.1,SRE
Page 42 =>,,,,283.0,473.0,5.0,0.1,1.0,2.9,3.1,20.6,19.2,167.4,24.6,165.9,117.1,
2014-09-07,DR221,FBPKH,Local LFPZ,0.9,1,,,,,,,,,,,0.9,JCP
2014-09-14,DR221,FBPRT,Tours de piste LFPZ,0.9,4,,,,,,,,,,,0.9,SRE
2014-10-19,DR221,FBPKH,Local LFPZ,1.0,2,,,,,,,,,,,1.0,SRE
2014-11-09,DR221,FBPKH,Tours de piste LFPZ,0.8,6,,,,,,,,,,,0.8,SRE
2014-11-23,DR221,FBPRT,Local LFPZ,1.0,1,,,,,,,,,,,1.0,SRE
2016-04-30,DR221,FBPRT,Tours de piste LFPZ,1.1,4,,,,,,,,,,,1.1,MLT
2017-03-13,DR42,FBTKU,Tours de piste LFPZ-LFPT,1.1,4,,,,,,,,,,,1.1,DFX
2017-03-27,DR46,FGUXH,Tours de piste LFPZ-LFPN,1.0,4,,,,,,,,,,,1.0,DFX
2017-04-11,DR42,FGBVP,Local LFPN,1.2,1,,,,,,,,,,,1.2,DFX
2017-04-18,DR221,FBOZU,Tours de piste LFPZ,0.8,3,,,,,,,,,,,0.8,LGL
2017-04-24,DR221,FBPKH,Local LFPZ,0.7,1,,,,,,,,,,,0.7,CRV
2017-07-08,DR221,FBPKH,Tours de piste LFPZ,0.9,4,,,,,,,,,,,0.9,MLT
2017-07-20,DR315,FBSOU,Local LFPZ,1.3,1,,,,,,,,,,,1.3,MUR
2017-08-01,DR221,FBPRT,Nav LFPZ-LFPM-LFPZ,2.0,2,,,,,,,,,,,2.0,MUR
Page 44 =>,,,,297.7,511.0,5.0,0.1,1.0,2.9,3.1,20.6,19.2,167.4,24.6,165.9,131.8,
2017-09-04,DR221,FBOZU,Local + tours de piste LFPZ,1.1,2,,,,,,,,,,,1.1,MUR
2017-10-05,DR42,FGFXZ,Nav LFPZ-LFPN-LFPZ,1.0,2,,,,,,,,,,,1.0,CRV
2017-10-16,DR46,FGXGM,Nav LFPZ-LFON-LFPZ,1.7,5,,,,,,,,,,,1.7,B.Cuzin renouvellement SEP
2017-10-30,DR42,FGFXZ,Local LFPZ,1.3,2,,,,,,,,,,,1.3,A.Duval
2018-03-25,DR42,FGFXZ,Tours de piste LFPN,0.9,5,,,,,,,,,,,0.9,BLI
2018-04-06,DR221,FBPKH,Local + tours de piste LFPN,1.0,4,,,,,,,,,,,1.0,J.Dussud
2018-04-09,DR221,FBPKH,Local LFPN,0.9,2,,,,,,,,,,,0.9,J.Dussud. VEA 2018
2018-05-01,DR48,FGLKG,Local LFPZ-LFPX,0.7,2,,,,,,,,,,,0.7,J.Dussud
2018-05-06,DR221,FBPRT,Local LFPZ,0.8,1,,,,,,,,,,0.8,,
0208-05-18,DR221,FBPKH,Local LFPZ,0.7,1,,,,,,,,,,0.7,,Avec Delphine. Panne de casque
2018-06-17,DR42,FGFXZ,Local LFPZ,1.5,1,,,,,,,,,,1.5,,Avec Xavier et Aurélie
2018-06-22,DR46,FGUXH,Nav LFPZ-LFPN-LFPZ,0.8,2,,,,,,,,,,0.8,,
2018-07-18,DR221,FBPRT,Local LFPZ,0.7,1,,,,,,,,,,0.7,,
2018-08-18,DR46,FGUXH,Nav LFPZ-LFOQ,1.2,1,,,,,,,,1.2,,1.2,,Avec Delphine
Page 46 =>,,,,312.0,542.0,5.0,0.1,1.0,2.9,3.1,20.6,19.2,168.6,24.6,171.6,140.4,
2018-08-18,DR46,FGUXH,Nav LFOQ-LFPZ,1.7,1,,,,,,,,1.7,,1.7,,Avec Delphine. Châteaux de la Loire
2018-10-31,,,12 mois avant l'expiration,,,,,,,,,,,,,,
2019-03-26,DR42,FGSTT,Local + tours de piste LFPZ,1.1,3,,,,,,,,,,,1.1,FI Patrick de Verneuil
2019-04-05,DR221,FBOZU,Local + tours de piste LFPZ-LFPX,1.1,4,,,,,,,,,,,1.1,FI Romain FERT
2019-04-21,DR221,FBPRT,Local LFPZ,1.1,1,,,,,,,,,,,1.1,FI Gabriel MALKAWI
2019-04-22,DR221,FBPRT,Local LFPZ,0.9,1,,,,,,,,,,0.9,,
2019-05-15,DR315,FBSOU,Local + tours de piste LFPZ-LFPX,0.9,5,,,,,,,,,,,0.9,FI Dominique FAUX
2019-05-29,DR221,FBPRT,Nav LFPZ-LFON,1.3,4,,,,,,,,1.3,,1.3,,
2019-06-24,DR42,FGFXZ,Nav LFPN-LFPT,1.4,2,,,,,,,,1.4,,1.4,,Avec Vincent
2019-07-16,DR46,FGUXH,Tours de piste LFPZ,0.6,3,,,,,,,,,,,0.6,FI Romain FERT
2019-07-19,DR42,FGBVP,Local LFPZ,0.9,1,,,,,,,,,,0.9,,
2019-07-29,DR42,FGBVP,Nav + tours de piste LFPZ-LFOX,1.4,4,,,,,,,,1.4,,1.4,,
2019-09-09,DR315,FBSOU,Local LFPZ-LFON,1.3,3,,,,,,,,,,1.3,,
Page 48 =>,,,,325.7,574.0,5.0,0.1,1.0,2.9,3.1,20.6,19.2,174.4,24.6,180.5,145.2,
2019-10-31,Page 50,,Clôture prorogation 2019,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,7.2,4.8,Clôturé 10/10/2019
2020-06-07,DR221,FBPCT,Local + tours de piste LFPZ,1.0,3,,,,,,,,,,,1.0,FI Stéphane Renaud
2020-06-10,DR42,FGFXZ,Local + tours de piste LFPZ,1.2,4,,,,,,,,,,,1.2,FI Benjamin Cerovic
2020-06-19,DR221,FBOZU,Nav LFPZ-LFPN-LFPZ,1.0,4,,,,,,,,,,,1.0,FI Benjamin Cerovic VEA 2020
2020-06-22,DR221,FBPKH,Local LFPZ,1.0,1,,,,,,,,,,1.0,,
2020-07-06,DR315,FBSOU,Local LFPZ,1.3,1,,,,,,,,,,,1.3,FI Gabriel MALKAWI
2020-07-22,DR221,FBPKH,Local LFPZ,1.1,2,,,,,,,,,,1.1,,
2020-10-31,,,12 mois avant l'expiration,,,,,,,,,,,,,,
2021-01-29,DR42,FGFXZ,Tours de piste LFPN,0.7,5,,,,,,,,,,,0.7,FI JD Doublet
2021-02-05,DR42,FGFXZ,Local + tours de piste LFPN,1.0,2,,,,,,,,,,,1.0,FI JD Doublet
2021-03-03,DR42,FGFXZ,Nav LFPN-LFAX-LFPN,2.2,2,,,,,,,,2.2,,2.2,,Avec Vincent
2021-03-05,DR42,FGSTT,Tours de piste LFPZ,0.4,1,,,,,,,,,,,0.4,FI JD Doublet
2021-03-12,DR48,FGGJL,Tours de piste LFPZ,0.9,5,,,,,,,,,,,0.9,FI JD Doublet
2021-03-19,DR48,FGLKG,Nav LFPN-LFOZ,1.7,1,,,,,,,,,,1.7,,Avec Vincent. Dérouté de LFGH
2021-03-19,DR48,FGLKG,Nav LFOZ-LFOR,0.9,1,,,,,,,,,,0.9,,Avec Vincent.
2021-04-09,DR48,FGGJL,Nav LFPZ-LFON-LFPZ,1.4,2,,,,,,,,,,,1.4,FI JD Doublet VEA 2021
Page 52 =>,,,,341.5,608.0,5.0,0.1,1.0,2.9,3.1,20.6,19.2,176.6,24.6,187.4,154.1,
2021-04-23,DR42,FGSTT,Local LFPZ,1.1,1,,,,,,,,,,1.1,,
2021-04-30,DR46,FGUXH,Local LFPZ,0.9,1,,,,,,,,,,0.9,,
2021-05-07,DR42,FGSTT,Local LFPZ,0.8,1,,,,,,,,,,0.8,,
2021-05-28,DR42,FGSTT,Nav LFPZ-LFOP-LFPZ,1.5,2,,,,,,,,1.5,,1.5,,
2021-06-13,DR42,FGSTT,Local LFPZ,0.9,1,,,,,,,,,,0.9,,Baptème B&M
2021-06-24,DR48,FGGJL,Nav LFPZ-LFPT-LFPZ,1.0,2,,,,,,,,1.0,,1.0,,
2021-07-30,DR48,FGLKG,Nav LFPZ-LFQM,2.1,1,,,,,,,,2.1,,2.1,,
2021-07-30,DR48,FGLKG,Nav LFQM-LFPZ,2.3,1,,,,,,,,2.3,,2.3,,
2021-09-22,DR48,FGGJL,Nav LFPT-LFPZ,0.2,1,,,,,,,,,,0.2,,Demi-vol avec Vincent
Page 54 =>,,,,352.3,619.0,5.0,0.1,1.0,2.9,3.1,20.6,19.2,183.5,24.6,198.2,154.1,
2021-10-31,Page 56,,Clôture prorogation 2021,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,15.6,4.4,Clôturé 05/10/2021
2021-10-17,DR46,FGUXH,Nav LFPN-LFPP,1.0,1,,,,,,,,1.0,,1.0,,
2022-01-21,DR42,FGBVP,Local LFPZ,0.7,1,,,,,,,,,,,0.7,FI JD Doublet relâché DR42
2022-02-13,DR48,FGLKG,Nav LFPZ-LFPT-LFPZ,0.9,2,,,,,,,,0.9,,0.9,,
2022-03-18,DR48,FGGJL,Nav LFPZ-LFOQ,1.0,1,,,,,,,,1.0,,1.0,,
2022-03-24,DR46,FGUXH,Nav LFPN-LFOX-LFPN,1.1,3,,,,,,,,1.1,,1.1,,
2022-05-08,DR46,FGUXH,Nav LFPZ-LFOR,0.8,1,,,,,,,,0.8,,0.8,,Avec Vincent
2022-10-31,,,12 mois avant l'expiration,,,,,,,,,,,,,,
2023-03-17,DR221,FBPCT,Tours de piste LFPZ,0.9,5,,,,,,,,,,,0.9,FI Vincent Moulliet
2023-04-07,DR221,FBPCT,Tours de piste LFPZ,0.7,4,,,,,,,,,,,0.7,FI Vincent Moulliet
2023-04-07,DR221,FBPCT,Tours de piste LFPZ,0.6,4,,,,,,,,,,0.6,,
2023-04-09,CAP10,FGPPM,Voltige LFPD,0.5,1,,,,,,,,,,,0.5,FI Vincent Moulliet
2023-04-21,DR221,FBOZU,Local + tours de piste LFPN/LFPZ,1.3,3,,,,,,,,,,,1.3,FI Vincent Moulliet VEA 2023
2023-05-08,CAP10,FHEBV,Voltige LFPD,0.5,1,,,,,,,,,,,0.5,FI Vincent Moulliet
2023-05-08,CAP10,FHEBV,Voltige LFPD,0.7,1,,,,,,,,,,,0.7,FI Vincent Moulliet
2023-05-21,DR48,FGGJL,Tours de piste LFPN,0.7,5,,,,,,,,,,,0.7,FI Stéphane Renaud relâché DR48
Page 58 =>,,,,363.7,652.0,5.0,0.1,1.0,2.9,3.1,20.6,19.2,188.3,24.6,203.6,160.1,
2023-05-29,DR46,FGUXH,Nav LFPZ-LFAX-LFPZ,2.0,3,,,,,,,,,,2.0,,
2023-06-21,DR221,FBPKH,Nav LFPZ-LFPD,1.2,1,,,,,,,,,,1.2,,
2023-06-21,DR221,FBPKH,Nav LFPD-LFPZ,1.0,1,,,,,,,,,,1.0,,
2023-07-02,CAP10,FHEBV,Voltige LFPD,0.5,1,,,,,,,,,,,0.5,FI Vincent Moulliet
2023-07-02,CAP10,FHEBV,Voltige LFPD,0.5,1,,,,,,,,,,,0.5,FI Vincent Moulliet
2023-07-07,PA19,FBOUZ,Tours de piste LFPZ-LFPX,1.3,7,,,,,,,,,,,1.3,FI Vincent Moulliet lâcher PA19
2023-07-07,PA19,FBOUZ,Tours de piste LFPZ,0.3,1,,,,,,,,,,0.3,,
2023-08-20,CAP10,FHEBV,Voltige LFPD,0.5,1,,,,,,,,,,,0.5,FI Vincent Moulliet
2023-08-20,CAP10,FHEBV,Voltige LFPD,0.5,1,,,,,,,,,,,0.5,FI Vincent Moulliet
2023-08-25,DR221,FBPKH,Local LFPZ,1.0,2,,,,,,,,,,1.0,,
2023-09-15,PA19,FBOUZ,Tours de piste LFPZ,0.4,2,,,,,,,,,,,0.4,FI Vincent Moulliet
2023-09-15,PA19,FBOUZ,Tours de piste LFPZ,0.6,3,,,,,,,,,,0.6,,
2023-10-01,CAP10,FHEBV,Voltige LFPD,0.6,2,,,,,,,,,,,0.6,FI Vincent Moulliet
2023-10-01,CAP10,FHEBV,Voltige LFPD,0.6,1,,,,,,,,,,,0.6,FI Vincent Moulliet
Page 60 =>,,,,374.7,679.0,5.0,0.1,1.0,2.9,3.1,20.6,19.2,188.3,24.6,209.7,165.0,
2023-10-08,DR221,FBPRT,Local LFPZ,1.2,1,,,,,,,,,,1.2,,Avec Sharko
2023-10-31,Page 62,,Clôture prorogation 2023,18.1,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,10.2,Clôturé 08/10/2023
Page 62 =>,,,,375.9,680.0,5.0,0.1,1.0,2.9,3.1,20.6,19.2,188.3,24.6,210.9,165.0,
2024-03-25,PA19,FBOUZ,Tours de piste LFPZ,0.5,1,,,,,,,,,,,0.5,FI Vincent Moulliet
2024-03-29,DR42,FGSTT,Local LFPN,1.0,,,,,,,,,,,,1.0,FI Vincent Moulliet relâché DR42
2024-04-06,DR42,FGSTT,Nav LFPA-LFPN,1.0,1,,,,,,,,1.0,,1.0,,
2024-04-11,PA19,FBOUZ,Local + tours de piste LFPZ/LFPT,1.2,3,,,,,,,,1.2,,,1.2,FI Vincent Moulliet relâché PA19
2024-04-11,PA19,FBOUZ,Tours de piste LFPZ,0.4,1,,,,,,,,,,0.4,,
2024-04-13,DR42,FGFXZ,Nav LFPM-LFPZ,0.9,1,,,,,,,,1.0,,1.0,,
2024-05-10,DR42,FGBVP,Local LFPZ,0.9,1,,,,,,,,,,0.9,,
2024-05-17,PA19,FBOUZ,Tours de piste LFPX-LFPZ,0.9,5,,,,,,,,,,,1.0,FI Vincent Moulliet VEA 2024
2024-05-24,PA19,FBOUZ,Nav LFPZ-LFPT-LFPZ,1.4,3,,,,,,,,1.4,,1.4,,
2024-06-21,DR48,FGLKG,Tours de piste LFPZ,0.6,4,,,,,,,,,,,0.6,FI Vincent Moulliet relâché DR48
2024-07-18,DR42,FGFXZ,Local LFPZ,1.1,2,,,,,,,,,,1.1,,
2024-07-20,DR42,FGBVP,Local LFPZ,1.0,1,,,,,,,,,,1.0,,
2024-08-15,DR48,FGLKG,Nav LFPN-LFOX,1.2,3,,,,,,,,1.2,,1.2,,
2024-09-13,DR48,FGGJL,Local LFPZ,1.2,2,,,,,,,,,,1.2,,
2024-10-31,,,12 mois avant l'expiration,,,,,,,,,,,,,,
Page 64 =>,,,,389.2,708.0,5.0,0.1,1.0,2.9,3.1,20.6,19.2,194.1,24.6,220.1,169.3,
2025-02-27,DR48,FGLKG,Tours de piste LFPN,0.9,4,,,,,,,,,,,0.9,FI Vincent Moulliet relâché DR48
2025-02-22,PA19,FBOUZ,Tours de piste LFPZ,0.6,1,,,,,,,,,,,0.6,FI Vincent Moulliet relâché PA19
2025-02-22,PA19,FBOUZ,Tours de piste LFPZ,0.4,1,,,,,,,,,,0.4,,
2025-03-02,PA19,FBOUZ,Nav LFPZ-LFON-LFPZ,1.6,4,,,,,,,,,,1.6,,
2025-03-09,DR48,FGGJL,Nav LFPZ-LFOP-LFPZ,1.6,2,,,,,,,,1.6,,1.6,,
2025-03-30,DR42,FGSTT,Local LFPZ,0.8,1,,,,,,,,,,0.8,,Avec Lionel
2025-04-12,DR48,FGGJL,Local LFPZ,1.3,1,,,,,,,,,,1.3,,Avec Jean-Baptiste
2025-05-04,DR42,FGSTT,Nav LFPN-LFOR-LFOX,0.9,2,,,,,,,,0.9,,0.9,,Avec Vincent Bazillio
2025-05-29,PA19,FBOUZ,Tours de piste LFPZ-LFPX,1.1,6,,,,,,,,,,,1.1,FI Vincent Moulliet relâché PA19. VEA 2025
2025-06-09,DR42,FGSTT,Nav LFPE-LFPN,0.6,1,,,,,,,,0.6,,0.6,,Avec Vincent Bazillio
2025-06-25,DR42,FGFXZ,Nav + tours de piste LFPZ/LFPT,1.3,3,,,,,,,,1.3,,1.3,,
2025-08-03,DR48,FGGJL,Local LFPZ,0.8,2,,,,,,,,,,0.8,,Avec Delphine
2025-08-13,CAP10,FHEBV,Voltige LFPD,0.4,1,,,,,,,,,,,0.4,FI Vincent Moulliet
2025-08-13,PA19,FBOUZ,Tours de piste LFPD,0.3,1,,,,,,,,,,,0.3,FI Vincent Moulliet
Page 66 =>,,,,401.8,738.0,5.0,0.1,1.0,2.9,3.1,20.6,19.2,198.5,24.6,229.4,172.6,
2025-08-13,PA19,FBOUZ,Tours de piste LFPD,0.5,2,,,,,,,,,,0.5,,
2025-08-13,CAP10,FGPPM,Voltige LFPD,0.7,4,,,,,,,,,,,0.7,FI Vincent Moulliet
2025-08-14,PA19,FBOUZ,Nav LFPD,1.4,1,,,,,,,,1.4,,1.4,,
2025-08-15,PA19,FBOUZ,Nav LFPD,1.8,1,,,,,,,,1.8,,1.8,,Avec Delphine
2025-08-15,CAP10,FGPPM,Voltige LFPD,0.5,1,,,,,,,,,,,0.5,FI Vincent Moulliet
2025-08-16,PA19,FBOUZ,Local LFPD,0.9,2,,,,,,,,,,0.9,,Avec Delphine
2025-09-28,PA19,FBOUZ,Local LFPZ-LFPX,1.0,2,,,,,,,,,,1.0,,
Page 68 =>,,,,408.6,751.0,5.0,0.1,1.0,2.9,3.1,20.6,19.2,201.7,24.6,235.0,173.8,
2025-10-31,Page 70,,Clôture prorogation 2025,19.4,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,14.9,4.5,Clôturé 08/10/2023
2025-10-28,DR42,FGFXZ,Tours de piste LFPZ,0.4,1,,,,,,,,,,,0.4,
2025-10-28,PA19,FBOUZ,Local LFPZ,0.6,1,,,,,,,,,,0.6,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Page 72 =>,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,
